"License Number","Municipality or First Nation","Store Name",Address,"Store Application Status",Website
CRSA1206765,TORONTO,"Friendly Stranger","237 QUEEN ST W",Cancelled,
CRSA1206768,LONDON,"FRIENDLY STRANGER","1135 RICHMOND ST",Cancelled,
CRSA1207110,KINGSTON,"MC CANNABIS","1100 PRINCESS ST UNIT E101",Cancelled,
CRSA1207302,BRAMPTON,"Growcery Cannabis","178 QUEEN STREET WEST (MAIN FLOOR)",Cancelled,
CRSA1207362,CAYUGA,"Capturing Eden","11B CAYUGA STREET N",Cancelled,
CRSA1207406,ETOBICOKE,"Value Buds","1750 THE QUEENSWAY UNIT 5",Cancelled,
CRSA1207563,TORONTO,"Tokyo Smoke Fairview","1800 SHEPPARD AVE E, UNIT 2071",Cancelled,
CRSA1207564,ETOBICOKE,"Tokyo Smoke Sherway","25 THE WEST MALL UNIT 1723",Cancelled,
CRSA1207626,TORONTO,"Mind Flower Cannabis Co.","615 KING ST W",Cancelled,
CRSA1208219,TORONTO,"LAND ESCAPE","251 COXWELL AVE",Cancelled,
CRSA1208364,"NORTH YORK","Modern Day Cannabis","4119 BATHURST ST UNIT 4",Cancelled,
CRSA1208512,OTTAWA,"Tokyo Smoke Rideau Centre","50 RIDEAU ST UNIT 123B",Cancelled,
CRSA1208516,BRAMPTON,"Tokyo Smoke Shoppers World Brampton","499 MAIN ST S UNIT 70",Cancelled,
CRSA1209114,OTTAWA,"Collective Growers","312 SOMERSET ST E",Cancelled,
CRSA1209691,EMBRUN,C-Shop,"753 NOTRE DAME ST",Cancelled,
CRSA1209903,"CARLETON PLACE","CANNABIS MCNEELY AVE.","450 MCNEELY AVE",Cancelled,
CRSA1209904,OTTAWA,"CANNABIS RIDEAU ST.","204 RIDEAU STREET",Cancelled,
CRSA1211217,OTTAWA,"Tokyo Smoke","234 LAURIER AVE W",Cancelled,
CRSA1211312,BRANTFORD,BUDSSMOKE,"299 WAYNE GRETZKY PKY SUITE 5",Cancelled,
CRSA1213029,"SAULT STE. MARIE","Due North Cannabis Co.","710 SECOND LINE E UNIT 5",Cancelled,
CRSA1214045,SCARBOROUGH,WEEDJAR,"2807 EGLINTON AVE E",Cancelled,
CRSA1214398,BARRIE,ENDO,"149 DUNLOP ST E UNIT 151A",Cancelled,
CRSA1214540,OSHAWA,"MC CANNABIS","1311 HARMONY RD N",Cancelled,
CRSA1214541,GUELPH,"MC CANNABIS","138 COLLEGE AVE W UNIT A",Cancelled,
CRSA1214544,BRAMPTON,"MC Cannabis","10010 MCLAUGHLIN RD UNIT A",Cancelled,
CRSA1214545,BRAMPTON,"MC CANNABIS","1990 STEELES AVE W UNIT A",Cancelled,
CRSA1214548,HAMILTON,"MC Cannabis","648 KING ST W UNIT A",Cancelled,
CRSA1218768,AURORA,"Spark Cannabis","15191 YONGE ST",Cancelled,
CRSA1222195,OTTAWA,"BlueBird Cannabis Co.","3500 HAWTHORNE RD UNIT C",Cancelled,
CRSA1226864,ORANGEVILLE,"Broadway Cannabis","71 BROADWAY UNIT 2",Cancelled,
CRSA1229628,SCARBOROUGH,"WAVY BUDS RECREATIONAL CANNABIS","2438 KINGSTON RD",Cancelled,
CRSA1229879,"PORT HOPE","Grasshopper Cannabis","52 WALTON ST",Cancelled,
CRSA1232985,COBALT,"The Olde Barber Cannabis Co.","33 SILVER ST.",Cancelled,
CRSA1233779,BELLEVILLE,"HIGH CANNABIS 48","48 DUNDAS ST W UNIT 4",Cancelled,
CRSA1236366,ORLEANS,"BUDGET BUD ORLEANS TOWN CENTER","250 CENTRUM BLVD UNIT 105A",Cancelled,
CRSA1243327,COOKSTOWN,"HIGH DEMAND CANNABIS","12 QUEEN ST UNIT 2",Cancelled,
CRSA1247046,TORONTO,"Pot Palace Cannabis Company","1908 GERRARD ST E UNIT B",Cancelled,
CRSA1254876,SCARBOROUGH,"Green Line","3300 LAWRENCE AVE E SUITE 4",Cancelled,
CRSA1255522,TORONTO,"Buzzed Buds","1562 QUEEN ST E",Cancelled,
CRSA1268939,WINDSOR,"Pop's Cannabis Co.","4782 WYANDOTTE ST E",Cancelled,
CRSA1280803,MILLBROOK,"Sparq Retail","40 KING ST E",Cancelled,
CRSA1286278,COBOCONK,"Spark Cannabis","6666 ON-35",Cancelled,
CRSA1304515,TORONTO,"Modern Day Cannabis","206 AUGUSTA AVE",Cancelled,
CRSA1304764,SCARBOROUGH,"The Leaf Collection","3331 MARKHAM RD. UNIT 3 & 4",Cancelled,
CRSA1321661,MISSISSAUGA,"Runway Pot","2567 HURONTARIO ST",Cancelled,https://runwaypot.com/shop-mississauga/
CRSA1342071,MISSISSAUGA,"CANNABIS ESTATES","618 LAKESHORE RD E",Cancelled,
CRSA1373153,CAMBRIDGE,"Miss Jones","480 HESPELER RD UNIT 9/10A",Cancelled,
CRSA1110441,"NIAGARA FALLS","Choom Cannabis","7555 MONTROSE RD UNIT E3",Cancelled,
CRSA1115424,SUDBURY,"HIGHLIFE CANNABIS SUDBURY","1299 MARCUS DR",Cancelled,
CRSA1104652,TORONTO,AMERI,"20 CUMBERLAND ST",Cancelled,
CRSA1100345,"ST CATHARINES","THE NIAGARA HERBALIST","33 LAKESHORE RD UNIT 15",Cancelled,
CRSA1100350,TORONTO,"The Hunny Pot Cannabis Co.","202 QUEEN ST W",Cancelled,
CRSA1130592,BURLINGTON,"PARAMOUNT CANNABIS COMPANY","1200 BRANT ST, UNIT B-004",Cancelled,
CRSA1109052,AJAX,SMOK,"20 KINGSTON RD W UNIT B003A",Cancelled,
CRSA1107680,HAMILTON,"CANNA CABANA","1317 BARTON STREET EAST UNIT H09",Cancelled,
CRSA1172934,"LONGBOW LAKE","REDDEN’S JUNCTION CANNABIS","4433 HIGHWAY, 17 EAST",Cancelled,
CRSA1178737,TORONTO,"ONE PLANT KENSINGTON MARKET","241 AUGUSTA AVE",Cancelled,
CRSA1158882,TORONTO,"Canvas Cannabis","730 DANFORTH AVE SUITE 1",Cancelled,
CRSA1170311,KITCHENER,"Canna Cabana","569 FAIRWAY RD S UNIT H3",Cancelled,
CRSA1160960,COLLINGWOOD,"SATICA CANNABIS","312 HURONTARIO ST",Cancelled,
CRSA1176162,"NORTH BAY","TOKYO SMOKE NORTH BAY","390 LAKESHORE DR SUITE 3",Cancelled,
CRSA1167537,TORONTO,"Tokyo Smoke 570 Bloor St W","570 BLOOR ST W",Cancelled,
CRSA1178855,TORONTO,"FRIENDLY STRANGER","501 CHURCH ST UNIT 4B",Cancelled,
CRSA1168713,TORONTO,"SESSIONS ON THE BEACHES","964 KINGSTON RD",Cancelled,
CRSA1171720,"SAULT STE. MARIE","SOO CANNABIS SSM","317 NORTHERN AVE E",Cancelled,
CRSA1163989,BARRIE,"ONE PLANT ESSA ROAD","231 ESSA RD",Cancelled,
CRSA1167439,OTTAWA,"TOKYO SMOKE WELLINGTON ST","1000 WELLINGTON ST W UNIT 101",Cancelled,
CRSA1178854,DUNDAS,"Friendly Stranger","112-101 OSLER DR",Cancelled,
CRSA1163957,OTTAWA,"FIRE & FLOWER CANNABIS CO.","129 YORK ST",Cancelled,
CRSA1172395,TORONTO,"Hobo Cannabis Supply","213 OSSINGTON AVE",Cancelled,
CRSA1172414,ORANGEVILLE,"Satica Cannabis Orangeville","121 BROADWAY",Cancelled,
CRSA1185166,"NORTH YORK","Highlife on Finch Retail","1295 FINCH AVE W UNIT 1",Cancelled,
CRSA1179713,ROCKLAND,"Big River Cannabis","2868 CHAMBERLAND ST N",Cancelled,
CRSA1169264,KINGSTON,"FIRE & FLOWER CANNABIS CO.","75 BROCK ST",Cancelled,
CRSA1172367,STRATFORD,"Crossroads Cannabis","618 HURON ST",Cancelled,
CRSA1172571,CAMBRIDGE,"Sweet Seven Cannabis Co.","611 HESPELER RD UNIT 2",Cancelled,
CRSA1198404,SCARBOROUGH,"Hypnos Cannabis","3474 DANFORTH AVE",Cancelled,
CRSA1174659,OTTAWA,"CHRONTACT CANNABIS","2280 CARLING AVE SUITE 1",Cancelled,
CRSA1179073,MILTON,"CAMP CANNABIS","249 MARY ST",Cancelled,
CRSA1172540,"NORTH YORK","FIRE & FLOWER CANNABIS CO.","1542 JANE ST UNIT 4",Cancelled,
CRSA1172466,PEMBROKE,OVCS,"1035 PEMBROKE ST E",Cancelled,
CRSA1172519,HAWKESBURY,"SHINYBUD CANNABIS CO. 299 MAIN","299 MAIN ST E",Cancelled,
CRSA1172564,KINGSTON,SPIRITLEAF,"27 PRINCESS ST SUITE 101",Cancelled,
CRSA1173833,"ST CATHARINES","Spiritleaf St. Catharines","400 SCOTT ST UNIT C2",Cancelled,
CRSA1172523,GUELPH,"Cannabis Supply Co.","206 SPEEDVALE AVE W",Cancelled,
CRSA1172526,LONDON,"Cannabis Supply Co.","9 SOUTHDALE RD E",Cancelled,
CRSA1172452,MIDLAND,"Speak Easy Cannabis","9170 COUNTY RD 93",Cancelled,
CRSA1178577,CAMBRIDGE,"Caribbean Oxygen","124 MAIN ST",Cancelled,
CRSA1172793,GUELPH,"META CANNABIS CO. 3 WOODLAWN","3 WOODLAWN RD W",Cancelled,
CRSA1193906,TORONTO,"TOKYO SMOKE 21 BLOOR ST E","21 BLOOR ST E",Cancelled,
CRSA1172553,TORONTO,"Junction Cannabis","3140 DUNDAS ST W SUITE 2",Cancelled,
CRSA1172706,TORONTO,"Matchbox Cannabis","3069 DUNDAS ST W",Cancelled,
CRSA1172666,HAMILTON,"SPIRITLEAF 107 KING STREET EAST","107A KING ST E",Cancelled,
CRSA1172555,"NIAGARA FALLS","Cannabis Supply Co.","4664 QUEEN ST",Cancelled,
CRSA1172556,BARRIE,"Cannabis Supply Company","62 COMMERCE PARK DR UNIT L",Cancelled,
CRSA1172502,LONDON,"Chill Cannabis","649 RICHMOND ST",Cancelled,
CRSA1172628,ORILLIA,"Sessions Cannabis Orillia","30 DIANA DR",Cancelled,
CRSA1185722,"CARLETON PLACE","The Cannabis Shop","545 MCNEELY AVE UNIT 2B",Cancelled,
CRSA1172711,ANCASTER,"Cannabis Roll","11 HATTON DR",Cancelled,
CRSA1172532,ORLEANS,"One Plant Orleans","4240 INNES RD UNIT J3",Cancelled,
CRSA1172580,OSHAWA,"HIGH BEAMZ","20 SIMCOE ST S",Cancelled,
CRSA1172559,GUELPH,Q-BUD,"128 WYNDHAM ST N",Cancelled,
CRSA1172794,"PORT ELGIN","Budzz Pot Shoppe","5026 HWY 21 RR1",Cancelled,
CRSA1172709,OTTAWA,"Weed Shop Ottawa","117 BANK ST",Cancelled,
CRSA1172639,TORONTO,CANNOE,"800 QUEEN ST E",Cancelled,
CRSA1172772,WINDSOR,"TOP SHELF CANABIS","1485 ERIE ST E",Cancelled,
CRSA1172662,CHATHAM,"Higher Limits Cannabis Company","170 MCNAUGHTON AVE W UNIT 9",Cancelled,
CRSA1172675,TORONTO,Cannoe,"1238 YONGE ST",Cancelled,
CRSA1172762,ETOBICOKE,"Best Buds Forever","500 REXDALE BLVD UNIT N008",Cancelled,
CRSA1172743,TORONTO,"RELM Cannabis Co.","809 GERRARD ST E",Cancelled,
CRSA1172836,KINGSTON,"One Plant Kingston","770 GARDINERS RD UNIT A005",Cancelled,
CRSA1172944,SUDBURY,"HAPPY LIFE","1021 KINGSWAY UNIT 3",Cancelled,
CRSA1173510,GUELPH,"BUD'S CANNABIS STORE","370 STONE RD W UNIT 4B",Cancelled,
CRSA1172847,"THUNDER BAY","ONE PLANT THUNDER BAY","911 FORT WILLIAM RD SUITE 4",Cancelled,
CRSA1173243,TORONTO,"Dimes Cannabis","1048 QUEEN ST W",Cancelled,
CRSA1173240,WINDSOR,"UPTOWN HEMPIRE","1326 OTTAWA ST UNIT 1A",Cancelled,
CRSA1173244,TORONTO,"Choom Cannabis Co.","61 HANNA AVE UNIT 3",Cancelled,
CRSA1173266,HANNON,"Choom Cannabis","2190 RYMAL RD E UNIT E01",Cancelled,
CRSA1173631,LONDON,"Ronin Cannabis","434 RICHMOND ST",Cancelled,
CRSA1174409,TORONTO,"Axes Smoke","1050 QUEEN ST W",Cancelled,
CRSA1177671,PEMBROKE,Kushys,"100 PEMBROKE ST E SUITE A",Cancelled,
CRSA1179276,"NIAGARA FALLS","FOUR20 NIAGARA","8720 LUNDY'S LANE",Cancelled,
CRSA1178625,OTTAWA,"HIGHTIES CANNABIS STORE","1264 WELLINGTON ST W",Cancelled,
CRSA1188523,TORONTO,Cannascape,"2005 DUNDAS ST W",Cancelled,
CRSA1179570,AURORA,CANNAERA,"15543 YONGE ST UNIT 1",Cancelled,
CRSA1189722,HAMILTON,"SUPERGAS CANNABIS","2255 BARTON ST E SUITE 7",Cancelled,
CRSA1179398,TORONTO,"Canna Cabana Toronto","435(B) YONGE STREET",Cancelled,
CRSA1186322,BLENHEIM,"SHINYBUD CANNABIS CO BLENHEIM","63B TALBOT ST W",Cancelled,
CRSA1179910,"NORTH YORK","Leaf Lab Cannabis","1961 AVENUE RD",Cancelled,
CRSA1185253,BRANTFORD,"THE HIGH SPOT","121 KING GEORGE RD",Cancelled,
CRSA1187866,TORONTO,"TOKYO SMOKE 250 KING EAST","248-250 KING ST E",Cancelled,
CRSA1189275,ESPANOLA,"HIGHLIFE CANNABIS ESPANOLA","800 CENTRE ST",Cancelled,
CRSA1209134,TORONTO,"Canna North Cannabis Store","117 YONGE ST",Cancelled,
CRSA1191924,TORONTO,"BURNING CANOE","702 QUEEN ST W",Cancelled,
CRSA1186251,SCARBOROUGH,"Breaking Bud Cannabis","2683 EGLINTON AVE E",Cancelled,
CRSA1185700,TORONTO,Cannoe,"1092 QUEEN ST W",Cancelled,
CRSA1186828,BRAMPTON,"THE GREEN HEX","200 COUNTY COURT BLVD SUITE A2",Cancelled,
CRSA1186821,TORONTO,AMERI,"306 EGLINTON AVE W",Cancelled,
CRSA1186822,TORONTO,AMERI,"2266-2266A EGLINTON AVE W",Cancelled,
CRSA1186833,TORONTO,"SESSIONS CANNABIS RYERSON","366 CHURCH ST",Cancelled,
CRSA1188470,HAMILTON,GreenHouse,"1216 UPPER WENTWORTH ST",Cancelled,
CRSA1187063,TORONTO,"The House of Cannabis","404 SPADINA AVE",Cancelled,
CRSA1196842,WATERLOO,Hyerlove,"1 KING ST N",Cancelled,
CRSA1187886,KANATA,"Camp Cannabis","462 HAZELDEAN RD UNIT 9",Cancelled,
CRSA1188733,TORONTO,"BELLE CANNABIS","2780 YONGE ST",Cancelled,
CRSA1190815,SIMCOE,"1 Stop Cannabis","36 NORFOLK ST S",Cancelled,
CRSA1188640,GLOUCESTER,"CAMP CANNABIS","2200 MONTREAL RD SUITE A2",Cancelled,
CRSA1189276,CHELMSFORD,"HIGHLIFE CANNABIS CHELMSFORD","3454 ERRINGTON AVE",Cancelled,
CRSA1189277,SUDBURY,"HIGHLIFE CANNABIS LASALLE","1855 LASALLE BLVD",Cancelled,
CRSA1191094,HAMILTON,"Green Light District","1222 BARTON ST E",Cancelled,
CRSA1190036,CAMBRIDGE,"FRESH BUD CANNABIS","18 AINSLIE ST S UNIT 101",Cancelled,
CRSA1189838,TORONTO,"THE HOUSE OF CANNABIS - 244 KING ST EAST","244 KING ST E",Cancelled,
CRSA1190572,"NIAGARA FALLS","Nature's Canopy House","6240 MCLEOD RD UNIT 1",Cancelled,
CRSA1191244,TORONTO,"Spiritleaf Queen St. West","535 QUEEN ST W",Cancelled,
CRSA1191660,PETAWAWA,Kushys,"3025 PETAWAWA BLVD UNIT 11",Cancelled,
CRSA1191313,"NORTH YORK","Spiritleaf Avenue Road","1852 AVENUE RD",Cancelled,
CRSA1191961,KANATA,"BLUEBIRD CANNABIS CO.","806 MARCH RD",Cancelled,
CRSA1191426,"PORT COLBORNE","WEEDY POINT","230 MAIN ST W UNIT C",Cancelled,
CRSA1191785,GUELPH,"J. Supply Co. Guelph","1515 GORDON ST UNIT 106",Cancelled,
CRSA1191841,OTTAWA,"highties cannabis store","769 BANK ST",Cancelled,
CRSA1191854,WOODSTOCK,"Crossroads Cannabis","385 SPRINGBANK AVE UNIT 143",Cancelled,
CRSA1192422,WINDSOR,"HOUSE OF GRASS","611 TECUMSEH RD E",Cancelled,
CRSA1193156,ANCASTER,"SPIRITLEAF ANCASTER","1090 WILSON ST W UNIT 3",Cancelled,
CRSA1193167,SCARBOROUGH,"Nature's Canopy House","3462 DANFORTH AVE",Cancelled,
CRSA1193660,"ST THOMAS","High Tea St. Thomas","60 ROSS ST",Cancelled,
CRSA1193910,SCARBOROUGH,"Green Bud","63 SILVER STAR BLVD SUITE C6",Cancelled,
CRSA1200490,HAMILTON,"Florist Cannabis","1113 MAIN ST E",Cancelled,
CRSA1194384,BOWMANVILLE,"SHINYBUD CANNABIS CO. 191 BOWMANVILLE","191 CHURCH ST, LOWER FLOOR",Cancelled,
CRSA1195046,BARRIE,iCannabis,"27 DUNLOP ST W",Cancelled,
CRSA1196043,OTTAWA,"Bud Room","1910 ST. LAURENT BLVD UNIT C003",Cancelled,
CRSA1195299,ETOBICOKE,"The Cannabis Guys","1123 ALBION RD UNIT 3",Cancelled,
CRSA1195332,TORONTO,Cannaverse,"442 QUEEN ST W",Cancelled,
CRSA1195757,ORILLIA,"HAPPY DAYZ","69 MISSISSAGA ST E",Cancelled,
CRSA1195737,LONDON,"Greenlight District","1905 DUNDAS ST E UNIT B2",Cancelled,
CRSA1196222,HAMILTON,"The House of Cannabis","178 KING ST W",Cancelled,
CRSA1196271,"NEW HAMBURG","VIP Cannabis Company","96 HURON ST SUITE 2",Cancelled,
CRSA1196309,TORONTO,"Quadz Cannabis","991 BLOOR ST W",Cancelled,
CRSA1203904,ETOBICOKE,"PLUTO PLANTS","62 MARINE PARADE DR UNIT 4",Cancelled,
CRSA1196748,BARRIE,"Friendly Stranger","79 DUNLOP ST W UNIT B",Cancelled,
CRSA1196310,HAMILTON,"Quadz Cannabis","110 GEORGE ST",Cancelled,
CRSA1196606,PETERSBURG,"High Tea Petersburg","1656 SNYDER'S ROAD EAST",Cancelled,
CRSA1197186,SHELBURNE,"GreenHead Cannabis","116 MAIN ST E",Cancelled,
CRSA1196773,UXBRIDGE,Erbalist,"108 BROCK ST W",Cancelled,
CRSA1196527,"NIAGARA FALLS","WEEDY POINT","5986 LUNDY'S LANE",Cancelled,
CRSA1196756,BURLINGTON,"Friendly Stranger","1025 & 1059 PLAINS RD E UNIT 3",Cancelled,
CRSA1197692,MIDLAND,"Friendly Stranger","542 BAY ST",Cancelled,
CRSA1196737,COLLINGWOOD,Cannoe,"66 HURONTARIO ST",Cancelled,
CRSA1197561,WINDSOR,"High Tea Cannabis Co.","1574 HOWARD AVE",Cancelled,
CRSA1197787,HAMILTON,"High Tea Hamilton","1384 MAIN ST. E., UNIT B",Cancelled,
CRSA1197366,OTTAWA,"Sessions Cannabis","603 SOMERSET ST W",Cancelled,
CRSA1199819,HAMILTON,"Cabbage Brothers","54 QUEEN ST S UNIT 3",Cancelled,
CRSA1200521,SCARBOROUGH,"DUTCH LOVE GERRARD ST.","2480 GERRARD ST E UNIT 20A",Cancelled,
CRSA1200522,TORONTO,"DUTCH LOVE YONGE ST.","330 YONGE ST",Cancelled,
CRSA1200524,TORONTO,"DUTCH LOVE JOHN ST.","130 JOHN ST",Cancelled,
CRSA1200526,TORONTO,"DUTCH LOVE LESLIE ST.","20 LESLIE ST UNIT 101",Cancelled,
CRSA1197614,WATERLOO,"Dutch Love Cannabis","440-450 COLUMBIA ST W",Cancelled,
CRSA1197660,HAMILTON,"Clouded on Locke","180 LOCKE ST S",Cancelled,
CRSA1197693,CAMBRIDGE,"FRIENDLY STRANGER","200 FRANKLIN BLVD UNIT F39",Cancelled,
CRSA1197892,"NORTH YORK","LEVITATE CANNABIS","1275 FINCH AVE W UNIT 111",Cancelled,
CRSA1198590,"NORTH YORK","Dutch Love Cannabis","6231 BATHURST ST",Cancelled,
CRSA1210342,YORK,"Nature's Canopy House","1267 WESTON RD",Cancelled,
CRSA1199344,BEAMSVILLE,"High Tea Cannabis Co.","4673 ONTARIO ST UNIT D",Cancelled,
CRSA1199842,"WASAGA BEACH","SPEAKEASY CANNABIS WASAGA BEACH","25 MOSLEY ST UNIT A",Cancelled,
CRSA1199794,BURLINGTON,"Highlife Cannabis Burlington","2500 APPLEBY LINE UNIT C1, C2 BUILDING C",Cancelled,
CRSA1199875,"OWEN SOUND","CANNABIS GREY BRUCE","103015 GREY COUNTY RD 18 UNIT 9",Cancelled,
CRSA1200189,OSHAWA,"BUDGET BUD OSHAWA","650 KING ST E UNIT 7",Cancelled,
CRSA1200328,BRAMPTON,"Dutch Love Cannabis","180 SANDALWOOD PKY E",Cancelled,
CRSA1200540,SCARBOROUGH,"Cannamart - Sheppard East","3599 SHEPPARD AVE E",Cancelled,
CRSA1200929,"NORTH YORK","CASA BLISS","3430 BATHURST ST",Cancelled,
CRSA1200772,HAMILTON,"Island Smoke","1354 BARTON ST E.  UNIT 1",Cancelled,
CRSA1200863,OTTAWA,"Northern Helm","780 BASELINE RD UNIT 5",Cancelled,
CRSA1200806,CAMPBELLFORD,"MARY J'S CANNABIS CAMPBELLFORD","45-49 FRONT ST N UNIT 46 & 47",Cancelled,
CRSA1201044,GUELPH,"KRAFT CANNABIS COMPANY","666 WOOLWICH ST. UNIT 124",Cancelled,
CRSA1201019,BRAMPTON,"VALUE BUDS","90 RESOLUTION DR UNIT 103",Cancelled,
CRSA1201029,TORONTO,"Value Buds","2575 DANFORTH AVE UNIT 15",Cancelled,
CRSA1201293,SCARBOROUGH,"High Tea Cannabis Co.","4190 KINGSTON RD UNIT 7B",Cancelled,
CRSA1201149,ORILLIA,"Vivid Cannabis Co.","3 PROGRESS DR UNIT 3",Cancelled,
CRSA1201187,SCARBOROUGH,"TOKYO SMOKE","2375 BRIMLEY RD. UNIT 6",Cancelled,
CRSA1201423,BRAMPTON,"SHINYBUD CANNABIS CO. SEACHART","23 SEACHART PL, UNIT #2",Cancelled,
CRSA1201917,BRANTFORD,"SPIRITLEAF BRANTFORD","61 LYNDEN RD UNIT B4",Cancelled,
CRSA1201503,"PORT BURWELL","Capturing Eden","39 ROBINSON'S STREET",Cancelled,
CRSA1201656,SCARBOROUGH,"BREAKING BUD CANNABIS","685W MARKHAM RD",Cancelled,
CRSA1201614,MILTON,"Tokyo Smoke","890 MAIN ST E UNIT 8",Cancelled,
CRSA1208045,BURLINGTON,"Cannabis Sensation","4155 FAIRVIEW ST SUITE 9",Cancelled,
CRSA1205907,TORONTO,BELLEBUD,"127 SPADINA AVE",Cancelled,
CRSA1201785,TORONTO,"Tokyo Smoke 3080 Yonge","3080 YONGE ST",Cancelled,
CRSA1208703,OSHAWA,"Bud Runners Cannabis","191 BLOOR ST E UNIT 2",Cancelled,
CRSA1201996,OSHAWA,"The 420 Store","14 ONTARIO ST",Cancelled,
CRSA1201861,HANOVER,"Crossroads Cannabis","880 10TH ST UNIT 105",Cancelled,
CRSA1201918,KINGSTON,"BMT Cannabis","1724 BATH RD UNIT 3",Cancelled,
CRSA1202492,PICKERING,"THE HONEST CONNOISSEUR","1211 KINGSTON RD UNIT 11",Cancelled,
CRSA1202095,ANCASTER,Budders,"1172 WILSON ST W. UNIT 6",Cancelled,
CRSA1202209,ALMONTE,"BLUEBIRD CANNABIS CO.","14 MILL ST UNIT 8A",Cancelled,
CRSA1202885,"NORTH YORK","TYME CANNABIS CO.","877 WILSON AVE UNIT 12",Cancelled,
CRSA1203006,"TURKEY POINT","Capturing Eden","230 CEDAR DRIVE UNIT B",Cancelled,
CRSA1203164,CHELMSFORD,"HAPPY LIFE","3702 HIGHWAY 144 UNIT 2",Cancelled,
CRSA1203060,TORONTO,CannaVie,"170 NORTH QUEEN ST UNIT C1",Cancelled,
CRSA1204326,BARRIE,"GANJIKA HOUSE BARRIE","15 CEDAR POINTE DR UNIT 11 & 12",Cancelled,
CRSA1204327,ETOBICOKE,"Ganjika House Dixon Rd","636 DIXON RD UNIT 1",Cancelled,
CRSA1204008,"NORTH YORK","Tokyo Smoke Lawrence Allen Centre","700 LAWRENCE AVE W UNIT 105",Cancelled,
CRSA1204923,"NIAGARA FALLS","Happy Hippy Cannabis Store","8194 CUMMINGTON SQ W",Cancelled,
CRSA1204996,HAMILTON,"Black Gold Cannabis & Co","243 JAMES ST N",Cancelled,
CRSA1205438,"NORTH YORK","MIGHTY BUDS","1971 AVENUE RD",Cancelled,
CRSA1205185,COURTICE,"Purple Moose Cannabis","1413 KING ST E UNIT 5",Cancelled,
CRSA1205245,SCARBOROUGH,Fiore,"382 OLD KINGSTON RD",Cancelled,
CRSA1206589,HEARST,"Evergreen Leaf","631 FRONT STREET UNIT#01",Cancelled,
CRSA1205641,MARKDALE,"CROSSROADS CANNABIS","155 TORONTO ST N",Cancelled,
CRSA1205713,BRAMPTON,"TOKA CANNABIS","490 CHRYSLER DR SUITE 49",Cancelled,
CRSA1205943,"MORRISBURG, SOUTH DUNDAS","The Oz Store","147 MAIN ST., UNIT #2",Cancelled,
CRSA1206288,MIDLAND,"The Nug","335 KING ST",Cancelled,
CRSA1206775,WINDSOR,"FIRE & FLOWER CANNABIS CO.","7201 TECUMSEH RD E UNIT 104",Cancelled,
CRSA1206242,TORONTO,Superette,"28 BATHURST ST",Cancelled,
CRSA1206248,OSHAWA,"SPDR Cannabis","767 TAUNTON RD E UNIT H3",Cancelled,
CRSA1206369,GUELPH,"Value Buds","73 GORDON ST",Cancelled,
CRSA1206373,HAMILTON,"Value Buds","859 BARTON ST E",Cancelled,
CRSA1206377,BRAMPTON,"Value Buds","10886 HURONTARIO ST SUITE A013",Cancelled,
CRSA1206491,HAMILTON,"Toka Cannabis","32 BARTON ST E",Cancelled,
CRSA1206598,NAPANEE,"KIARO CANNABIS","89 JIM KIMMETT BLVD",Cancelled,
CRSA1206732,MANOTICK,"Highties Cannabis Store","5511 MANOTICK MAIN ST UNIT 5",Cancelled,
CRSA1206787,CORNWALL,"HIGHTIES CANNABIS STORE","149 MONTREAL RD",Cancelled,
CRSA1206821,TWEED,"Tweed Cannabis","308 VICTORIA ST NORTH",Cancelled,
CRSA1212392,DORCHESTER,"TREE TOPS CANNABIS CO.","4063 HAMILTON RD SUITE B",Cancelled,
CRSA1206958,WINDSOR,BOONDOM,"1940 TECUMSEH RD W",Cancelled,
CRSA1206960,ESSEX,"Boondom Essex","169 TALBOT ST S SUITE 4",Cancelled,
CRSA1207036,SCARBOROUGH,"STONECROP CANNABIS","3226 EGLINTON AVE E",Cancelled,
CRSA1207044,ESPANOLA,"Happy Life","387 CENTRE ST",Cancelled,
CRSA1207048,"NORTH BAY","Happy Life","42 LAKESHORE DR",Cancelled,
CRSA1207339,"NORTH BAY","Cantopia Cannabis Co.","41-45 LAKESHORE DR UNIT 106",Cancelled,
CRSA1207363,"NIAGARA FALLS","Capturing Eden","8209 LUNDY'S LANE UNIT B",Cancelled,
CRSA1209775,TORONTO,"Fire & Flower Cannabis Co.","797 QUEEN ST W",Cancelled,
CRSA1209774,TORONTO,"Fire & Flower Cannabis Co.","859 QUEEN ST E",Cancelled,
CRSA1209773,TORONTO,"Fire & Flower Cannabis Co.","132 FRONT ST E UNIT E",Cancelled,
CRSA1209772,TORONTO,"Fire & Flower Cannabis Co.","2378 BLOOR ST W",Cancelled,
CRSA1209770,TORONTO,"Fire & Flower Cannabis Co.","659 DANFORTH AVE UNIT 2",Cancelled,
CRSA1208267,PAKENHAM,"BLUEBIRD CANNABIS CO. PAKENHAM","2545 COUNTY ROAD 29",Cancelled,
CRSA1208467,HAMILTON,"Crafted Nugs Cannabis Co.","237 KING ST E",Cancelled,
CRSA1208798,TORONTO,"Wavy Buds Recreational Cannabis","1521 DANFORTH AVE",Cancelled,
CRSA1208649,KINGSVILLE,"Value Buds","1 MAIN ST W UNIT 3",Cancelled,
